annex_code,scientific_name_original,scientific_name_corrected,page_number,remarks
BXL-ORD-2012_Annex II.5,Isurus oxyrinchus (Med.),Isurus oxyrinchus,83,removed (Med.)
BXL-ORD-2012_Annex II.5,Lamna nasus (Med.),Lamna nasus,83,removed (Med.)
BXL-ORD-2012_Annex II.5,Prionace glauca (Med.),Prionace glauca,83,removed (Med.)
BXL-ORD-2012_Annex II.5,Squatina squatina (Med.),Squatina squatina,83,removed (Med.)
BXL-ORD-2012_Annex II.5,Alle europese soorten van Coregonus,,83,
BXL-ORD-2012_Annex II.5,Thymallus thymallus,Thymallus thymallus,83,
BXL-ORD-2012_Annex II.5,"Alle europese soorten van Coregonus, behalve Coregonus oxyrhyn",,83,
BXL-ORD-2012_Annex II.5,Hucho hucho,Hucho hucho,83,
BXL-ORD-2012_Annex II.5,Salmo salar (alleen in zoet water),,83,
BXL-ORD-2012_Annex II.5,Thymallus thymallus,Thymallus thymallus,84,
BXL-ORD-2012_Annex II.5,Cottus poecilopus,Cottus poecilopus,84,
BXL-ORD-2012_Annex II.5,Myoxocephalus quadricornis,Myoxocephalus quadricornis,84,
BXL-ORD-2012_Annex II.5,Silurus aristotelis,Silurus aristotelis,84,
BXL-ORD-2012_Annex II.5,Siluris glanis,Siluris glanis,84,
BXL-ORD-2012_Annex II.5,Hirudo medicinalis,Hirudo medicinalis,84,
BXL-ORD-2012_Annex II.5,Astacus astacus,Astacus astacus,84,
BXL-ORD-2012_Annex II.5,Austropotamobius pallipes,Austropotamobius pallipes,84,
BXL-ORD-2012_Annex II.5,Austropotamobius torrentium,Austropotamobius torrentium,84,
BXL-ORD-2012_Annex II.5,Maja squinado (Med.),Maja squinado,84,removed (Med.)
BXL-ORD-2012_Annex II.5,Homarus gammarus (Med.),Homarus gammarus,84,removed (Med.)
BXL-ORD-2012_Annex II.5,Palinurus elephas (Med.),Palinurus elephas,84,removed (Med.)
BXL-ORD-2012_Annex II.5,§Scyllarides latus,Scyllarides latus,84,
BXL-ORD-2012_Annex II.5,Scyllarides pigmaeus (Med.),Scyllarides pigmaeus,84,removed (Med.)
BXL-ORD-2012_Annex II.5,Scyllarides arctus (Med.),Scyllarides arctus,84,removed (Med.)
BXL-ORD-2012_Annex II.5,Graellsia isabellae,Graellsia isabellae,84,
BXL-ORD-2012_Annex II.5,Corallium rubrum,Corallium rubrum,84,
BXL-ORD-2012_Annex II.5,Antipathes sp. plur. (Med.),Antipathes sp. plur.,85,removed (Med.)
BXL-ORD-2012_Annex II.5,Paracentrotus lividus (Med.),Paracentrotus lividus,85,removed (Med.)
BXL-ORD-2012_Annex II.5,Hippospongia communis (Med. ),Hippospongia communis,85,removed (Med.)
BXL-ORD-2012_Annex II.5,Spongia agaricina (Med.),Spongia agaricina,85,removed (Med.)
BXL-ORD-2012_Annex II.5,Spongia officinalis (Med.),Spongia officinalis,85,removed (Med.)
BXL-ORD-2012_Annex II.5,Spongia zimocca (Med),Spongia zimocca,85,removed (Med.)
BXL-ORD-2012_Annex II.5,Helix pomatia,Helix pomatia,85,
BXL-ORD-2012_Annex II.5,Margaritifera margaritifera,Margaritifera margaritifera,85,
BXL-ORD-2012_Annex II.5,Microcondylaea compressa,Microcondylaea compressa,85,
BXL-ORD-2012_Annex II.5,Unio elongatulus,Unio elongatulus,85,
BXL-ORD-2012_Annex II.5,Lithothamnium coralloides Crouan frat.,Lithothamnium corallioides,85,removed authorship
BXL-ORD-2012_Annex II.5,Phymatholithon calcareum (Poll.) Adey & McKibbin,Phymatolithon calcareum (Pallas) Adey & D.L.McKibbin,85,"removed h, correct authorship"
BXL-ORD-2012_Annex II.5,Alle inheemse lichenen,,85,
BXL-ORD-2012_Annex II.5,Cladonia L. subgenus Cladina (Nyl.) Vain.,Cladonia L. subgenus Cladina (Nyl.) Vain.,85,
BXL-ORD-2012_Annex II.5,Leucobryum glaucum (Hedw.) Angstr.,Leucobryum glaucum (Hedw.) Angstr.,85,
BXL-ORD-2012_Annex II.5,Alle europese Sphagnum-soorten,,86,
BXL-ORD-2012_Annex II.5,Alle inheemse macrofunghi soorten,,86,
BXL-ORD-2012_Annex II.5,Alle europese Lycopodium soorten,,86,
BXL-ORD-2012_Annex II.5,Galanthus nivalis L.,Galanthus nivalis L.,86,
BXL-ORD-2012_Annex II.5,Narcissus bulbocodium L.,Narcissus bulbocodium L.,86,
BXL-ORD-2012_Annex II.5,Narcissus juncifolius Lagasca,Narcissus juncifolius,86,removed authorship for better match
BXL-ORD-2012_Annex II.5,Alle Salicornia soorten waarvan het natuurliyk verspreidingsgebied geheel of gedeeltelijk het nationaal grondgebied omvat,,86,
BXL-ORD-2012_Annex II.5,Arnica montana L.,Arnica montana L.,86,
BXL-ORD-2012_Annex II.5,Artemisia eriantha Ten,Artemisia eriantha Ten,86,
BXL-ORD-2012_Annex II.5,Artemisia genipi Weber,Artemisia genipi Weber,86,
BXL-ORD-2012_Annex II.5,Doronicum plantagineum L. subsp. tournefortii (Rouy) P. Cout.,Doronicum plantagineum L. subsp. tournefortii (Rouy) P. Cout.,86,
BXL-ORD-2012_Annex II.5,Leuzea rhaponticoides Graells,Leuzea rhaponticoides Graells,86,
BXL-ORD-2012_Annex II.5,Alyssum pintodasilvae Dudley.,Alyssum pintodasilvae Dudley.,86,
BXL-ORD-2012_Annex II.5,Malcolmia lacera (L.) DC. subsp. graccilima (Samp.) Franco,Malcolmia lacera (L.) DC. subsp. graccilima (Samp.) Franco,86,
BXL-ORD-2012_Annex II.5,Murbeckiella pinnatifida (Lam.) Rothm. subsp. hermini (Rivas-Martinez) Greuter & Burdet,Murbeckiella pinnatifida (Lam.) Rothm. subsp. hermini (Rivas-Martinez) Greuter & Burdet,86,
BXL-ORD-2012_Annex II.5,Tamus communis L.,Tamus communis L.,86,
BXL-ORD-2012_Annex II.5,Centaurium erythaea RAFN.,Centaurium erythraea,86,removed authorship; add r
BXL-ORD-2012_Annex II.5,Centaurium littorale (D. Turn) Gilm.,Centaurium littorale (D. Turn) Gilm.,86,
BXL-ORD-2012_Annex II.5,Centaurium pulchellum (Sw.) Druce,Centaurium pulchellum (Sw.) Druce,86,
BXL-ORD-2012_Annex II.5,Gentiana lutea L.,Gentiana lutea L.,86,
BXL-ORD-2012_Annex II.5,Iris lusitanica Ker-Gawler,Iris lusitanica Ker-Gawler,86,
BXL-ORD-2012_Annex II.5,Teucrium salviastrum Schreber subsp. salviastrum Schreber,Teucrium salviastrum Schreber subsp. salviastrum Schreber,86,
BXL-ORD-2012_Annex II.5,Anthyllis lusitanica Cullen & Pinto da Silva,Anthyllis lusitanica Cullen & Pinto da Silva,86,
BXL-ORD-2012_Annex II.5,Doryenium pentaphyllum Scop. subsp. transmontana Franco,Dorycnium pentaphyllum subsp. transmontanum Franco.,86,changed a to um
BXL-ORD-2012_Annex II.5,Ulex densus Welw. ex Webb.,Ulex densus Welw. ex Webb.,86,
BXL-ORD-2012_Annex II.5,Lilium rubrum Lmk,Lilium rubrum,87,removed authorship
BXL-ORD-2012_Annex II.5,Ruscus aculeatus L.,Ruscus aculeatus L.,87,
BXL-ORD-2012_Annex II.5,Menyanthes trifoliata L.,Menyanthes trifoliata L.,87,
BXL-ORD-2012_Annex II.5,Armeria sampaioi (Bernis) Nieto Feliner,Armeria sampaioi (Bernis) Nieto Feliner,87,
BXL-ORD-2012_Annex II.5,Rubus genevieri Boreau subsp. herminii (Samp.) P. Cout.,Rubus genevieri Boreau subsp. herminii (Samp.) P. Cout.,87,
BXL-ORD-2012_Annex II.5,Anarrhinum longipedicelatum R. Fernandes,Anarrhinum longipedicelatum R. Fernandes,87,
BXL-ORD-2012_Annex II.5,Euphrasia mendongae Samp.,Euphrasia mendoncae Samp.,87,changed g to c
BXL-ORD-2012_Annex II.5,Serophularia grandiflora DC. subsp. grandiflora DC.,Serophularia grandiflora DC. subsp. grandiflora DC.,87,
BXL-ORD-2012_Annex II.5,Scrophularia berminii Hoffmanns & Link,Scrophularia berminii Hoffmanns & Link,87,
BXL-ORD-2012_Annex II.5,Scrophularia sublyrata Brot.,Scrophularia sublyrata Brot.,87,
BXL-ORD-2012_Annex III,Cervus elaphus,Cervus elaphus,88,
BXL-ORD-2012_Annex III,Capreolus Capreolus,Capreolus capreolus,88,
BXL-ORD-2012_Annex III,Dama Dama,Dama dama,88,decapitalize specific epithet
BXL-ORD-2012_Annex III,Ovis musimon,Ovis musimon,88,
BXL-ORD-2012_Annex III,Sus scofra,Sus scrofa,88,scofra to scrofa
BXL-ORD-2012_Annex III,Lepus europaeus,Lepus europaeus,88,
BXL-ORD-2012_Annex III,Phasianus colchicus,Phasianus colchicus,88,
BXL-ORD-2012_Annex III,Anas platyrhynchos,Anas platyrhynchos,88,
BXL-ORD-2012_Annex III,Oryctolagus cuniculus,Oryctolagus cuniculus,88,
BXL-ORD-2012_Annex III,Colomba palumbus,Columba palumbus,88,changed o to u
BXL-ORD-2012_Annex IV,Aix galericulata,Aix galericulata,89,
BXL-ORD-2012_Annex IV,Alopochen aegyptiacus,Alopochen aegyptiacus,89,
BXL-ORD-2012_Annex IV,Ameiurus nebulosus,Ameiurus nebulosus,89,
BXL-ORD-2012_Annex IV,Anser indicus,Anser indicus,89,
BXL-ORD-2012_Annex IV,Branta canadensis,Branta canadensis,89,
BXL-ORD-2012_Annex IV,Carassius gibelio,Carassius gibelio,89,
BXL-ORD-2012_Annex IV,Chloephaga picta,Chloephaga picta,89,
BXL-ORD-2012_Annex IV,Cygnus atratus,Cygnus atratus,89,
BXL-ORD-2012_Annex IV,Dama dama,Dama dama,89,
BXL-ORD-2012_Annex IV,Harmonia axyridis,Harmonia axyridis,89,
BXL-ORD-2012_Annex IV,Lepomis gibbosus,Lepomis gibbosus,89,
BXL-ORD-2012_Annex IV,Mustela vison,Mustela vison,89,
BXL-ORD-2012_Annex IV,Myiopsitta monachus,Myiopsitta monachus,89,
BXL-ORD-2012_Annex IV,Myocastor coypus,Myocastor coypus,89,
BXL-ORD-2012_Annex IV,Ondatra zibethicus,Ondatra zibethicus,89,
BXL-ORD-2012_Annex IV,Oxyura jamaicensis,Oxyura jamaicensis,89,
BXL-ORD-2012_Annex IV,Pimephales promelas,Pimephales promelas,89,
BXL-ORD-2012_Annex IV,Procyon lotor,Procyon lotor,89,
BXL-ORD-2012_Annex IV,Pseudorasbora parva,Pseudorasbora parva,89,
BXL-ORD-2012_Annex IV,Psittacula eupatria,Psittacula eupatria,89,
BXL-ORD-2012_Annex IV,Psittacula krameri,Psittacula krameri,89,
BXL-ORD-2012_Annex IV,Rana (Pelophylax) ridibunda,Rana ridibunda,89,removed (Pelophylax)
BXL-ORD-2012_Annex IV,Rana catesbeiana,Rana catesbeiana,89,
BXL-ORD-2012_Annex IV,Sander lucioperca,Sander lucioperca,89,
BXL-ORD-2012_Annex IV,Sciurus carolinensis,Sciurus carolinensis,89,
BXL-ORD-2012_Annex IV,Tamias sibiricus,Tamias sibiricus,89,
BXL-ORD-2012_Annex IV,Threskiornis aethiopica,Threskiornis aethiopica,89,
BXL-ORD-2012_Annex IV,Umbra pygmaea,Umbra pygmaea,89,
BXL-ORD-2012_Annex IV,Acer negundo,Acer negundo,89,
BXL-ORD-2012_Annex IV,Ailanthus altissima,Ailanthus altissima,89,
BXL-ORD-2012_Annex IV,Ambrosia artemisiifolia,Ambrosia artemisiifolia,89,
BXL-ORD-2012_Annex IV,Amelanchier lamarckii,Amelanchier lamarckii,89,
BXL-ORD-2012_Annex IV,Aster americ.,Aster americ.,89,
BXL-ORD-2012_Annex IV,Azolla filiculoides,Azolla filiculoides,89,
BXL-ORD-2012_Annex IV,Baccharis halimifolia,Baccharis halimifolia,89,
BXL-ORD-2012_Annex IV,Bidens frondosa,Bidens frondosa,89,
BXL-ORD-2012_Annex IV,Buddleja davidii,Buddleja davidii,89,
BXL-ORD-2012_Annex IV,Cornus sericea,Cornus sericea,89,
BXL-ORD-2012_Annex IV,Cotoneaster horizontalis,Cotoneaster horizontalis,89,
BXL-ORD-2012_Annex IV,Crassula helmsii,Crassula helmsii,89,
BXL-ORD-2012_Annex IV,Duchesnea indica,Duchesnea indica,89,
BXL-ORD-2012_Annex IV,Echinocystis lobata,Echinocystis lobata,89,
BXL-ORD-2012_Annex IV,Egeria densa,Egeria densa,89,
BXL-ORD-2012_Annex IV,Elodea canadensis,Elodea canadensis,89,
BXL-ORD-2012_Annex IV,Elodea nuttallii,Elodea nuttallii,89,
BXL-ORD-2012_Annex IV,Epilobium ciliatum,Epilobium ciliatum,89,
BXL-ORD-2012_Annex IV,Fallopia japonica,Fallopia japonica,89,
BXL-ORD-2012_Annex IV,Gaillardia x grandiflora,Gaillardia x grandiflora,89,
BXL-ORD-2012_Annex IV,Helianthus tuberosus,Helianthus tuberosus,89,
BXL-ORD-2012_Annex IV,Heracleum mantegazzianum,Heracleum mantegazzianum,89,
BXL-ORD-2012_Annex IV,Hydrocotyle ranunculoides,Hydrocotyle ranunculoides,89,
BXL-ORD-2012_Annex IV,Impatiens glandulifera,Impatiens glandulifera,89,
BXL-ORD-2012_Annex IV,Impatiens parviflora,Impatiens parviflora,89,
BXL-ORD-2012_Annex IV,Lagarosiphon major,Lagarosiphon major,89,
BXL-ORD-2012_Annex IV,Lemna minuta,Lemna minuta,89,
BXL-ORD-2012_Annex IV,Ludwigia grandiflora,Ludwigia grandiflora,89,
BXL-ORD-2012_Annex IV,Ludwigia peploides,Ludwigia peploides,89,
BXL-ORD-2012_Annex IV,Lupinus polyphyllus,Lupinus polyphyllus,89,
BXL-ORD-2012_Annex IV,Lysichiton americanus,Lysichiton americanus,89,
BXL-ORD-2012_Annex IV,Mahonia aquifolium,Mahonia aquifolium,89,
BXL-ORD-2012_Annex IV,Myriophyllum aquaticum,Myriophyllum aquaticum,90,
BXL-ORD-2012_Annex IV,Persicaria wallichii,Persicaria wallichii,90,
BXL-ORD-2012_Annex IV,Phytolacca americana,Phytolacca americana,90,
BXL-ORD-2012_Annex IV,Prunus laurocerasus,Prunus laurocerasus,90,
BXL-ORD-2012_Annex IV,Prunus serotina,Prunus serotina,90,
BXL-ORD-2012_Annex IV,Quercus rubra,Quercus rubra,90,
BXL-ORD-2012_Annex IV,Rhododendron ponticum,Rhododendron ponticum,90,
BXL-ORD-2012_Annex IV,Rhus typhina,Rhus typhina,90,
BXL-ORD-2012_Annex IV,Robinia pseudoacacia,Robinia pseudoacacia,90,
BXL-ORD-2012_Annex IV,Rosa rugosa,Rosa rugosa,90,
BXL-ORD-2012_Annex IV,Senecio inaequidens,Senecio inaequidens,90,
BXL-ORD-2012_Annex IV,Solidago canadensis,Solidago canadensis,90,
BXL-ORD-2012_Annex IV,Solidago gigantea,Solidago gigantea,90,
EUR-CON-BER_Annex I,Asplenium hemionitis L.,Asplenium hemionitis L.,2,
EUR-CON-BER_Annex I,Asplenium jahandiezii (Litard.) Rouy,Asplenium jahandiezii (Litard.) Rouy,2,
EUR-CON-BER_Annex I,Woodwardia radicans (L.) Sm.,Woodwardia radicans (L.) Sm.,2,
EUR-CON-BER_Annex I,Culcita macrocarpa C.Presl,Culcita macrocarpa C.Presl,2,
EUR-CON-BER_Annex I,Dryopteris corleyi Fraser-Jenk.,Dryopteris corleyi Fraser-Jenk.,2,
EUR-CON-BER_Annex I,Trichomanes speciosum Willd.,Trichomanes speciosum Willd.,2,
EUR-CON-BER_Annex I,Isoetes boryana Durieu,Isoetes boryana Durieu,2,
EUR-CON-BER_Annex I,Isoetes malinverniana Ces. & De Not.,Isoetes malinverniana Ces. & De Not.,2,
EUR-CON-BER_Annex I,Marsilea batardae Launert,Marsilea batardae Launert,2,
EUR-CON-BER_Annex I,Marsilea quadrifolia L.,Marsilea quadrifolia L.,2,
EUR-CON-BER_Annex I,Marsilea strigosa Willd.,Marsilea strigosa Willd.,2,
EUR-CON-BER_Annex I,Pilularia minuta Durieu ex.Braun,Pilularia minuta Durieu ex.Braun,2,
EUR-CON-BER_Annex I,Botrychium matricariifolium A. Braun ex Koch,Botrychium matricariifolium A. Braun ex Koch,2,
EUR-CON-BER_Annex I,Botrychium multifidum (S. G. Gmelin) Rupr.,Botrychium multifidum (S. G. Gmelin) Rupr.,2,
EUR-CON-BER_Annex I,Botrychium simplex Hitchc.,Botrychium simplex Hitchc.,2,
EUR-CON-BER_Annex I,Ophioglossum polyphyllum A.Braun,Ophioglossum polyphyllum A.Braun,2,
EUR-CON-BER_Annex I,Salvinia natans (L.) All.,Salvinia natans (L.) All.,2,
EUR-CON-BER_Annex I,Tetraclinis articulata (Vahl) Masters,Tetraclinis articulata (Vahl) Masters,3,
EUR-CON-BER_Annex I,Abies nebrodensis (Lojac.) Mattei,Abies nebrodensis (Lojac.) Mattei,3,
EUR-CON-BER_Annex I,Alisma wahlenbergii (O.R.Holmb.) Juz.,Alisma wahlenbergii (O.R.Holmb.) Juz.,3,
EUR-CON-BER_Annex I,Caldesia parnassifolia (L.) Parl.,Caldesia parnassifolia (L.) Parl.,3,
EUR-CON-BER_Annex I,Luronium natans (L.) Raf.,Luronium natans (L.) Raf.,3,
EUR-CON-BER_Annex I,Leucojum nicaeense Ard.,Leucojum nicaeensis Ard.,3,change e to is
EUR-CON-BER_Annex I,Narcissus angustifolius Curt.,Narcissus angustifolius Curt.,3,
EUR-CON-BER_Annex I,Narcissus longispathus Pugsley,Narcissus longispathus Pugsley,3,
EUR-CON-BER_Annex I,Narcissus nevadensis Pugsley,Narcissus nevadensis Pugsley,3,
EUR-CON-BER_Annex I,Narcissus scaberulus Henriq.,Narcissus scaberulus Henriq.,3,
EUR-CON-BER_Annex I,Narcissus triandrus L.,Narcissus triandrus L.,3,
EUR-CON-BER_Annex I,Narcissus viridiflorus Schousboe,Narcissus viridiflorus Schousboe,3,
EUR-CON-BER_Annex I,Sternbergia candida B.Mathew & Baytop,Sternbergia candida B.Mathew & Baytop,3,
EUR-CON-BER_Annex I,Rhazya orientalis (Decaisne) A..,Rhazya orientalis (Decaisne) A..,3,
EUR-CON-BER_Annex I,Arum purpureospathum Boyce,Arum purpureospathum Boyce,3,
EUR-CON-BER_Annex I,Aristolochia samsunensis Davis,Aristolochia samsunensis Davis,3,
EUR-CON-BER_Annex I,Vincetoxicum pannonicum (Borhidi) Holub,Vincetoxicum pannonicum (Borhidi) Holub,3,
EUR-CON-BER_Annex I,Alkanna pinardii Boiss.,Alkanna pinardii Boiss.,3,
EUR-CON-BER_Annex I,Anchusa crispa Viv. (inclu. A. litoreae),Anchusa crispa Viv. (inclu. A. litoreae),3,
EUR-CON-BER_Annex I,Lithodora nitida (H.Ern) R.Fernandes,Lithodora nitida (H.Ern) R.Fernandes,3,
EUR-CON-BER_Annex I,Myosotis praecox Hulphers,Myosotis praecox Hulphers,3,
EUR-CON-BER_Annex I,Myosotis rehsteineri Wartm.,Myosotis rehsteineri Wartm.,3,
EUR-CON-BER_Annex I,Omphalodes kuzinskyana Willk.,Omphalodes kuzinskyanae Willk.,3,change a to ae
EUR-CON-BER_Annex I,Omphalodes littoralis Lehm.,Omphalodes littoralis Lehm.,4,
EUR-CON-BER_Annex I,Onosma halophilum Boiss. & Heldr.,Onosma halophilum Boiss. & Heldr.,4,
EUR-CON-BER_Annex I,Onosma polyphylla Lebed.,Onosma polyphyllum Lebed.,4,Ledeb. to Lebed.
EUR-CON-BER_Annex I,Onosma proponticum Aznav.,Onosma proponticum Aznav.,4,
EUR-CON-BER_Annex I,Onosma tornensis Javorka,Onosma tornensis Javorka,4,
EUR-CON-BER_Annex I,Onosma troodi Kotschy,Onosma troodi Kotschy,4,
EUR-CON-BER_Annex I,Solenanthus albanicus (Degen et al.),Solenanthus albanicus (Degen et al.),4,
EUR-CON-BER_Annex I,Symphytum cycladense Pawl.,Symphytum cycladense Pawl.,4,
EUR-CON-BER_Annex I,Asyneuma giganteum (Boiss.) Bornm.,Asyneuma giganteum (Boiss.) Bornm.,4,
EUR-CON-BER_Annex I,Campanula abietina Griseb. et Schenk.,Campanula abietina Griseb. et Schenk.,4,
EUR-CON-BER_Annex I,Campanula damboldtiana Davis,Campanula damboldtiana Davis,4,
EUR-CON-BER_Annex I,Campanula gelida Kovanda,Campanula gelida Kovanda,4,
EUR-CON-BER_Annex I,Campanula lanata Friv.,Campanula lanata Friv.,4,
EUR-CON-BER_Annex I,Campanula lycica Sorger & Kit Tan,Campanula lycica Sorger & Kit Tan,4,
EUR-CON-BER_Annex I,Campanula morettiana Reichenb.,Campanula morettiana Reichenb.,4,
EUR-CON-BER_Annex I,Campanula romanica Savul.,Campanula romanica Savul.,4,
EUR-CON-BER_Annex I,Campanula sabatia De Not.,Campanula sabatia De Not.,4,
EUR-CON-BER_Annex I,Jasione lusitanica A.DC.,Jasione lusitanica A.DC.,4,
EUR-CON-BER_Annex I,Physoplexis comosa (L.) Schur,Physoplexis comosa (L.) Schur,4,
EUR-CON-BER_Annex I,Trachelium asperuloides Boiss. & Orph.,Trachelium asperuloides Boiss. & Orph.,4,
EUR-CON-BER_Annex I,Arenaria nevadensis Boiss. & Reuter,Arenaria nevadensis Boiss. & Reuter,4,
EUR-CON-BER_Annex I,Arenaria provincialis Chater & Halliday,Arenaria provincialis Chater & Halliday,4,
EUR-CON-BER_Annex I,Cerastium alsinifolium Tausch,Cerastium alsinifolium Tausch,4,
EUR-CON-BER_Annex I,Dianthus hypanicus Andrz.,Dianthus hypanicus Andrz.,4,
EUR-CON-BER_Annex I,Dianthus nitidus Waldst. et Kit.,Dianthus nitidus Waldst. et Kit.,4,
EUR-CON-BER_Annex I,Dianthus rupicola Biv.,Dianthus rupicola Biv.,4,
EUR-CON-BER_Annex I,Dianthus serotinus Waldst. et Kit.,Dianthus serotinus Waldst. et Kit.,4,
EUR-CON-BER_Annex I,Dianthus urumoffii Stoj. et Acht.,Dianthus urumoffii Stoj. et Acht.,4,
EUR-CON-BER_Annex I,Gypsophila papillosa P.Porta,Gypsophila papillosa P.Porta,4,
EUR-CON-BER_Annex I,Herniaria algarvica Chaudri,Herniaria algarvica Chaudri,4,
EUR-CON-BER_Annex I,Herniaria maritima Link,Herniaria maritima Link,4,
EUR-CON-BER_Annex I,Minuartia smejkalii Dvorakova,Minuartia smejkalii Dvorakova,4,
EUR-CON-BER_Annex I,Moehringia fontqueri Pau,Moehringia fontqueri Pau,4,
EUR-CON-BER_Annex I,Moehringia hypanica Grynj. et Klok.,Moehringia hypanica Grynj. et Klok.,4,
EUR-CON-BER_Annex I,Moehringia jankae Griseb. ex Janka,Moehringia jankae Griseb. ex Janka,4,
EUR-CON-BER_Annex I,Moehringia tommasinii Marches.,Moehringia tommasinii Marches.,4,
EUR-CON-BER_Annex I,Petrocoptis grandiflora Rothm.,Petrocoptis grandiflora Rothm.,4,
EUR-CON-BER_Annex I,Petrocoptis montsicciana O.Bolos Rivas Mart.,Petrocoptis montsicciana O.Bolos Rivas Mart.,4,
EUR-CON-BER_Annex I,Petrocoptis pseudoviscosa Fernandez Casas,Petrocoptis pseudoviscosa Fernandez Casas,4,
EUR-CON-BER_Annex I,Saponaria halophila Hedge & Hub.-Mor.,Saponaria halophila Hedge & Hub.-Mor.,4,
EUR-CON-BER_Annex I,Silene cretacea Fisch. ex Spreng.,Silene cretacea Fisch. ex Spreng.,4,
EUR-CON-BER_Annex I,Silene furcata Raf. subsp. angustiflora (Rupr.) Walters,Silene furcata Raf. subsp. angustiflora (Rupr.) Walters,4,
EUR-CON-BER_Annex I,Silene haussknechtii Heldr. ex Hausskn.,Silene haussknechtii Heldr. ex Hausskn.,4,
EUR-CON-BER_Annex I,Silene hifacensis Rouy ex Willk.,Silene hifacensis Rouy ex Willk.,4,
EUR-CON-BER_Annex I,Silene holzmannii Heldr. ex Boiss.,Silene holzmannii Heldr. ex Boiss.,4,
EUR-CON-BER_Annex I,Silene mariana Pau,Silene mariana Pau,4,
EUR-CON-BER_Annex I,Silene orphanidis Boiss.,Silene orphanidis Boiss.,4,
EUR-CON-BER_Annex I,Silene pompeiopolitana Gay ex Boiss.,Silene pompeiopolitana Gay ex Boiss.,4,
EUR-CON-BER_Annex I,Silene rothmaleri Pinto da Silva,Silene rothmaleri Pinto da Silva,5,
EUR-CON-BER_Annex I,Silene salsuginea Hub.-Mor.,Silene salsuginea Hub.-Mor.,5,
EUR-CON-BER_Annex I,Silene sangaria Coode & Cullen,Silene sangaria Coode & Cullen,5,
EUR-CON-BER_Annex I,Silene velutina Pourret ex Loisel.,Silene velutina Pourret ex Loisel.,5,
EUR-CON-BER_Annex I,Beta adanensis Pamuk. apud Aellen,Beta adanensis Pamuk. apud Aellen,5,
EUR-CON-BER_Annex I,Beta trojana Pamuk. apud Aellen,Beta trojana Pamuk. apud Aellen,5,
EUR-CON-BER_Annex I,Cremnophyton lanfrancoi Brullo et Pavone,Cremnophyton lanfrancoi Brullo et Pavone,5,
EUR-CON-BER_Annex I,Kalidiopsis wagenitzii Aellen,Kalidiopsis wagenitzii Aellen,5,
EUR-CON-BER_Annex I,Kochia saxicola Guss.,Kochia saxicola Guss.,5,
EUR-CON-BER_Annex I,Microcnemum coralloides (Loscos & Pardo) Font Quer subsp.anatolicum,Microcnemum coralloides (Loscos & Pardo) Font Quer subsp.anatolicum Wagenitz,5,
EUR-CON-BER_Annex I,Salicornia veneta Pignatti & Lausi,Salicornia veneta Pignatti & Lausi,5,
EUR-CON-BER_Annex I,Salsola anatolica Aellen,Salsola anatolica Aellen,5,
EUR-CON-BER_Annex I,Suaeda cucullata Aellen,Suaeda cucullata Aellen,5,
EUR-CON-BER_Annex I,Helianthemum alypoides Losa & Rivas Goday,Helianthemum alypoides Losa & Rivas Goday,5,
EUR-CON-BER_Annex I,Helianthemum arcticum (Grosser) Janch.,Helianthemum arcticum (Grosser) Janch.,5,
EUR-CON-BER_Annex I,Helianthemum caput-felis Boiss.,Helianthemum caput-felis Boiss.,5,
EUR-CON-BER_Annex I,Tuberaria major (Willk.) Pinto da Silva & Roseira,Tuberaria major (Willk.) Pinto da Silva & Roseira,5,
EUR-CON-BER_Annex I,Achillea glaberrima Klok.,Achillea glaberrima Klok.,5,
EUR-CON-BER_Annex I,Achillea thracica Velen.,Achillea thracica Velen.,5,
EUR-CON-BER_Annex I,Anacyclus latealatus Hub.-Mor.,Anacyclus latealatus Hub.-Mor.,5,
EUR-CON-BER_Annex I,Andryala levitomentosa (E. I. Nayardy) P. D. Sell,Andryala levitomentosa (E. I. Nayardy) P. D. Sell,5,
EUR-CON-BER_Annex I,Anthemis glaberrima (Rech.f.) Greuter,Anthemis glaberrima (Rech.f.) Greuter,5,
EUR-CON-BER_Annex I,Anthemis halophila Boiss. & Bal.,Anthemis halophila Boiss. & Bal.,5,
EUR-CON-BER_Annex I,Anthemis trotzkiana Claus ex Bunge.,Anthemis trotzkiana Claus ex Bunge.,5,
EUR-CON-BER_Annex I,Artemisia granatensis Boiss.,Artemisia granatensis Boiss.,5,
EUR-CON-BER_Annex I,Artemisia insipida Vill.,Artemisia insipida Vill.,5,
EUR-CON-BER_Annex I,Artemisia laciniata Willd.,Artemisia laciniata Willd.,5,
EUR-CON-BER_Annex I,Artemisia pancicii (Janka) Ronn.,Artemisia pancicii (Janka) Ronn.,5,
EUR-CON-BER_Annex I,Aster pyrenaeus Desf. ex DC.,Aster pyrenaeus Desf. ex DC.,5,
EUR-CON-BER_Annex I,Aster sibiricus L.,Aster sibiricus L.,5,
EUR-CON-BER_Annex I,Carduus myriacanthus Salzm. ex DC.,Carduus myriacanthus Salzm. ex DC.,5,
EUR-CON-BER_Annex I,Carlina diae (Rech.f.) Meusel & Kastener,Carlina diae (Rech.f.) Meusel & Kastener,5,
EUR-CON-BER_Annex I,Carlina onopordifolia Besser,Carlina onopordifolia Besser,5,
