annex_code,scientific_name_original,scientific_name_corrected,page_number,remarks
EUR-DIR-HAB_Annex IV,Ursus arctos,Ursus arctos,,
EUR-DIR-HAB_Annex IV,Lutra lutra,Lutra lutra,,
EUR-DIR-HAB_Annex IV,Mustela eversmanii,Mustela eversmanii,,
EUR-DIR-HAB_Annex IV,Mustela lutreola,Mustela lutreola,,
EUR-DIR-HAB_Annex IV,Vormela peregusna,Vormela peregusna,,
EUR-DIR-HAB_Annex IV,Felis silvestris,Felis silvestris,,
EUR-DIR-HAB_Annex IV,Lynx lynx (except the Estonian population),Lynx lynx,,removed (except the Estonian population)
EUR-DIR-HAB_Annex IV,Lynx pardinus,Lynx pardinus,,
EUR-DIR-HAB_Annex IV,Monachus monachus,Monachus monachus,,
EUR-DIR-HAB_Annex IV,Phoca hispida saimensis,Phoca hispida saimensis,,
EUR-DIR-HAB_Annex IV,Cervus elaphus corsicanus,Cervus elaphus corsicanus,,
EUR-DIR-HAB_Annex IV,Bison bonasus,Bison bonasus,,
EUR-DIR-HAB_Annex IV,Capra aegagrus (natural populations),Capra aegagrus,,removed (natural populations)
EUR-DIR-HAB_Annex IV,Capra pyrenaica pyrenaica,Capra pyrenaica pyrenaica,,
EUR-DIR-HAB_Annex IV,Ovis gmelini musimon (Ovis ammon musimon) (natural populations – Corsica and Sardinia),Ovis gmelini musimon,,removed (Ovis ammon musimon) (natural populations – Corsica and Sardinia)
EUR-DIR-HAB_Annex IV,Ovis orientalis ophion (Ovis gmelini ophion),Ovis orientalis ophion,,removed (Ovis gmelini ophion)
EUR-DIR-HAB_Annex IV,Rupicapra pyrenaica ornata (Rupicapra rupicapra ornata),Rupicapra pyrenaica ornata,,removed (Rupicapra rupicapra ornata)
EUR-DIR-HAB_Annex IV,Rupicapra rupicapra balcanica,Rupicapra rupicapra balcanica,,
EUR-DIR-HAB_Annex IV,Rupicapra rupicapra tatrica,Rupicapra rupicapra tatrica,,
EUR-DIR-HAB_Annex IV,All species Cetacea,Cetacea,,
EUR-DIR-HAB_Annex IV,Testudo graeca,Testudo graeca,,
EUR-DIR-HAB_Annex IV,Testudo hermanni,Testudo hermanni,,
EUR-DIR-HAB_Annex IV,Testudo marginata,Testudo marginata,,
EUR-DIR-HAB_Annex IV,Caretta caretta,Caretta caretta,,
EUR-DIR-HAB_Annex IV,Chelonia mydas,Chelonia mydas,,
EUR-DIR-HAB_Annex IV,Lepidochelys kempii,Lepidochelys kempii,,
EUR-DIR-HAB_Annex IV,Eretmochelys imbricata,Eretmochelys imbricata,,
EUR-DIR-HAB_Annex IV,Dermochelys coriacea,Dermochelys coriacea,,
EUR-DIR-HAB_Annex IV,Emys orbicularis,Emys orbicularis,,
EUR-DIR-HAB_Annex IV,Mauremys caspica,Mauremys caspica,,
EUR-DIR-HAB_Annex IV,Mauremys leprosa,Mauremys leprosa,,
EUR-DIR-HAB_Annex IV,Algyroides fitzingeri,Algyroides fitzingeri,,
EUR-DIR-HAB_Annex IV,Algyroides marchi,Algyroides marchi,,
EUR-DIR-HAB_Annex IV,Algyroides moreoticus,Algyroides moreoticus,,
EUR-DIR-HAB_Annex IV,Algyroides nigropunctatus,Algyroides nigropunctatus,,
EUR-DIR-HAB_Annex IV,Dalmatolacerta oxycephala,Dalmatolacerta oxycephala,,
EUR-DIR-HAB_Annex IV,Dinarolacerta mosorensis,Dinarolacerta mosorensis,,
EUR-DIR-HAB_Annex IV,Gallotia atlantica,Gallotia atlantica,,
EUR-DIR-HAB_Annex IV,Gallotia galloti,Gallotia galloti,,
EUR-DIR-HAB_Annex IV,Gallotia galloti insulanagae,Gallotia galloti insulanagae,,
EUR-DIR-HAB_Annex IV,Gallotia simonyi,Gallotia simonyi,,
EUR-DIR-HAB_Annex IV,Gallotia stehlini,Gallotia stehlini,,
EUR-DIR-HAB_Annex IV,Lacerta agilis,Lacerta agilis,,
EUR-DIR-HAB_Annex IV,Lacerta bedriagae,Lacerta bedriagae,,
EUR-DIR-HAB_Annex IV,Lacerta bonnali (Lacerta monticola),Lacerta bonnali (Lacerta monticola),,
EUR-DIR-HAB_Annex IV,Lacerta monticola,Lacerta monticola,,
EUR-DIR-HAB_Annex IV,Lacerta danfordi,Lacerta danfordi,,
EUR-DIR-HAB_Annex IV,Lacerta dugesi,Lacerta dugesi,,
EUR-DIR-HAB_Annex IV,Lacerta graeca,Lacerta graeca,,
EUR-DIR-HAB_Annex IV,Lacerta horvathi,Lacerta horvathi,,
EUR-DIR-HAB_Annex IV,Lacerta schreiberi,Lacerta schreiberi,,
EUR-DIR-HAB_Annex IV,Lacerta trilineata,Lacerta trilineata,,
EUR-DIR-HAB_Annex IV,Lacerta viridis,Lacerta viridis,,
EUR-DIR-HAB_Annex IV,Lacerta vivipara pannonica,Lacerta vivipara pannonica,,
EUR-DIR-HAB_Annex IV,Ophisops elegans,Ophisops elegans,,
EUR-DIR-HAB_Annex IV,Podarcis erhardii,Podarcis erhardii,,
EUR-DIR-HAB_Annex IV,Podarcis filfolensis,Podarcis filfolensis,,
EUR-DIR-HAB_Annex IV,Podarcis hispanica atrata,Podarcis hispanica atrata,,
EUR-DIR-HAB_Annex IV,Podarcis lilfordi,Podarcis lilfordi,,
EUR-DIR-HAB_Annex IV,Podarcis melisellensis,Podarcis melisellensis,,
EUR-DIR-HAB_Annex IV,Podarcis milensis,Podarcis milensis,,
EUR-DIR-HAB_Annex IV,Podarcis muralis,Podarcis muralis,,
EUR-DIR-HAB_Annex IV,Podarcis peloponnesiaca,Podarcis peloponnesiaca,,
EUR-DIR-HAB_Annex IV,Podarcis pityusensis,Podarcis pityusensis,,
EUR-DIR-HAB_Annex IV,Podarcis sicula,Podarcis sicula,,
EUR-DIR-HAB_Annex IV,Podarcis taurica,Podarcis taurica,,
EUR-DIR-HAB_Annex IV,Podarcis tiliguerta,Podarcis tiliguerta,,
EUR-DIR-HAB_Annex IV,Podarcis wagleriana,Podarcis wagleriana,,
EUR-DIR-HAB_Annex IV,Ablepharus kitaibelii,Ablepharus kitaibelii,,
EUR-DIR-HAB_Annex IV,Chalcides bedriagai,Chalcides bedriagai,,
EUR-DIR-HAB_Annex IV,Chalcides ocellatus,Chalcides ocellatus,,
EUR-DIR-HAB_Annex IV,Chalcides sexlineatus,Chalcides sexlineatus,,
EUR-DIR-HAB_Annex IV,Chalcides simonyi (Chalcides occidentalis),Chalcides simonyi,,removed (Chalcides occidentalis)
EUR-DIR-HAB_Annex IV,Chalcides viridianus,Chalcides viridanus,,removed i
EUR-DIR-HAB_Annex IV,Ophiomorus punctatissimus,Ophiomorus punctatissimus,,
EUR-DIR-HAB_Annex IV,Cyrtopodion kotschyi,Cyrtopodion kotschyi,,
EUR-DIR-HAB_Annex IV,Phyllodactylus europaeus,Phyllodactylus europaeus,,
EUR-DIR-HAB_Annex IV,Tarentola angustimentalis,Tarentola angustimentalis,,
EUR-DIR-HAB_Annex IV,Tarentola boettgeri,Tarentola boettgeri,,
EUR-DIR-HAB_Annex IV,Tarentola delalandii,Tarentola delalandii,,
EUR-DIR-HAB_Annex IV,Tarentola gomerensis,Tarentola gomerensis,,
EUR-DIR-HAB_Annex IV,Stellio stellio,Stellio stellio,,
EUR-DIR-HAB_Annex IV,Chamaeleo chamaeleon,Chamaeleo chamaeleon,,
EUR-DIR-HAB_Annex IV,Ophisaurus apodus,Ophisaurus apodus,,
EUR-DIR-HAB_Annex IV,Coluber caspius,Coluber caspius,,
EUR-DIR-HAB_Annex IV,Coluber cypriensis,Coluber cypriensis,,
EUR-DIR-HAB_Annex IV,Coluber hippocrepis,Coluber hippocrepis,,
EUR-DIR-HAB_Annex IV,Coluber jugularis,Coluber jugularis,,
EUR-DIR-HAB_Annex IV,Coluber laurenti,Coluber laurenti,,
EUR-DIR-HAB_Annex IV,Coluber najadum,Coluber najadum,,
EUR-DIR-HAB_Annex IV,Coluber nummifer,Coluber nummifer,,
EUR-DIR-HAB_Annex IV,Coluber viridiflavus,Coluber viridiflavus,,
EUR-DIR-HAB_Annex IV,Coronella austriaca,Coronella austriaca,,
EUR-DIR-HAB_Annex IV,Eirenis modesta,Eirenis modesta,,
EUR-DIR-HAB_Annex IV,Elaphe longissima,Elaphe longissima,,
EUR-DIR-HAB_Annex IV,Elaphe quatuorlineata,Elaphe quatuorlineata,,
EUR-DIR-HAB_Annex IV,Elaphe situla,Elaphe situla,,
EUR-DIR-HAB_Annex IV,Natrix natrix cetti,Natrix natrix cetti,,
EUR-DIR-HAB_Annex IV,Natrix natrix corsa,Natrix natrix corsa,,
EUR-DIR-HAB_Annex IV,Natrix natrix cypriaca,Natrix natrix cypriaca,,
EUR-DIR-HAB_Annex IV,Natrix tessellata,Natrix tessellata,,
EUR-DIR-HAB_Annex IV,Telescopus falax,Telescopus falax,,
EUR-DIR-HAB_Annex IV,Vipera ammodytes,Vipera ammodytes,,
EUR-DIR-HAB_Annex IV,Macrovipera schweizeri (Vipera lebetina schweizeri),Macrovipera schweizeri,,removed (Vipera lebetina schweizeri)
EUR-DIR-HAB_Annex IV,Vipera seoanni (except Spanish populations),Vipera seoanni,,removed (except Spanish populations)
EUR-DIR-HAB_Annex IV,Vipera ursinii,Vipera ursinii,,
EUR-DIR-HAB_Annex IV,Vipera xanthina,Vipera xanthina,,
EUR-DIR-HAB_Annex IV,Eryx jaculus,Eryx jaculus,,
EUR-DIR-HAB_Annex IV,Chioglossa lusitanica,Chioglossa lusitanica,,
EUR-DIR-HAB_Annex IV,Euproctus asper,Euproctus asper,,
EUR-DIR-HAB_Annex IV,Euproctus montanus,Euproctus montanus,,
EUR-DIR-HAB_Annex IV,Euproctus platycephalus,Euproctus platycephalus,,
EUR-DIR-HAB_Annex IV,Mertensiella luschani (Salamandra luschani),Mertensiella luschani,,removed (Salamandra luschani)
EUR-DIR-HAB_Annex IV,Salamandra atra,Salamandra atra,,
EUR-DIR-HAB_Annex IV,Salamandra aurorae,Salamandra aurorae,,
EUR-DIR-HAB_Annex IV,Salamandra lanzai,Salamandra lanzai,,
EUR-DIR-HAB_Annex IV,Salamandrina terdigitata,Salamandrina terdigitata,,
EUR-DIR-HAB_Annex IV,Triturus carnifex (Triturus cristatus carnifex),Triturus carnifex,,(Triturus cristatus carnifex)
EUR-DIR-HAB_Annex IV,Triturus cristatus (Triturus cristatus cristatus),Triturus cristatus,,removed (Triturus cristatus cristatus)
EUR-DIR-HAB_Annex IV,Triturus italicus,Triturus italicus,,
EUR-DIR-HAB_Annex IV,Triturus karelinii (Triturus cristatus karelinii),Triturus karelinii,,removed (Triturus cristatus karelinii)
EUR-DIR-HAB_Annex IV,Triturus marmoratus,Triturus marmoratus,,
EUR-DIR-HAB_Annex IV,Triturus montandoni,Triturus montandoni,,
EUR-DIR-HAB_Annex IV,Triturus vulgaris ampelensis,Triturus vulgaris ampelensis,,
EUR-DIR-HAB_Annex IV,Proteus anguinus,Proteus anguinus,,
EUR-DIR-HAB_Annex IV,Hydromantes (Speleomantes) ambrosii,Hydromantes ambrosii,,removed (Speleomantes)
EUR-DIR-HAB_Annex IV,Hydromantes (Speleomantes) flavus,Hydromantes flavus,,removed (Speleomantes)
EUR-DIR-HAB_Annex IV,Hydromantes (Speleomantes) genei,Hydromantes genei,,removed (Speleomantes)
EUR-DIR-HAB_Annex IV,Hydromantes (Speleomantes) imperialis,Hydromantes imperialis,,removed (Speleomantes)
EUR-DIR-HAB_Annex IV,Hydromantes (Speleomantes) strinatii (Hydromantes (Speleomantes) italicus),Hydromantes strinatii,,removed (Speleomantes)
EUR-DIR-HAB_Annex IV,Hydromantes (Speleomantes) supramontis,Hydromantes supramontis,,removed (Speleomantes)
EUR-DIR-HAB_Annex IV,Alytes cisternasii,Alytes cisternasii,,
EUR-DIR-HAB_Annex IV,Alytes muletensis,Alytes muletensis,,
EUR-DIR-HAB_Annex IV,Alytes obstetricans,Alytes obstetricans,,
EUR-DIR-HAB_Annex IV,Bombina bombina,Bombina bombina,,
EUR-DIR-HAB_Annex IV,Bombina variegata,Bombina variegata,,
EUR-DIR-HAB_Annex IV,Discoglossus galganoi (including Discoglossus ‘jeanneae’),Discoglossus galganoi,,removed (including Discoglossus ‘jeanneae’)
EUR-DIR-HAB_Annex IV,Discoglossus montalentii,Discoglossus montalentii,,
EUR-DIR-HAB_Annex IV,Discoglossus pictus,Discoglossus pictus,,
EUR-DIR-HAB_Annex IV,Discoglossus sardus,Discoglossus sardus,,
EUR-DIR-HAB_Annex IV,Rana arvalis,Rana arvalis,,
EUR-DIR-HAB_Annex IV,Rana dalmatina,Rana dalmatina,,
EUR-DIR-HAB_Annex IV,Rana graeca,Rana graeca,,
EUR-DIR-HAB_Annex IV,Rana iberica,Rana iberica,,
EUR-DIR-HAB_Annex IV,Rana italica,Rana italica,,
EUR-DIR-HAB_Annex IV,Rana latastei,Rana latastei,,
EUR-DIR-HAB_Annex IV,Rana lessonae,Rana lessonae,,
EUR-DIR-HAB_Annex IV,Pelobates cultripes,Pelobates cultripes,,
EUR-DIR-HAB_Annex IV,Pelobates fuscus,Pelobates fuscus,,
EUR-DIR-HAB_Annex IV,Pelobates syriacus,Pelobates syriacus,,
EUR-DIR-HAB_Annex IV,Bufo calamita,Bufo calamita,,
EUR-DIR-HAB_Annex IV,Bufo viridis,Bufo viridis,,
EUR-DIR-HAB_Annex IV,Hyla arborea,Hyla arborea,,
EUR-DIR-HAB_Annex IV,Hyla meridionalis,Hyla meridionalis,,
EUR-DIR-HAB_Annex IV,Hyla sarda,Hyla sarda,,
EUR-DIR-HAB_Annex IV,Acipenser naccarii,Acipenser naccarii,,
EUR-DIR-HAB_Annex IV,Acipenser sturio,Acipenser sturio,,
EUR-DIR-HAB_Annex IV,"Coregonus oxyrhynchus (anadromous populations in certain sectors of the North Sea, except the Finnish populations)",Coregonus oxyrhynchus,,"removed (anadromous populations in certain sectors of the North Sea, except the Finnish populations)"
EUR-DIR-HAB_Annex IV,Anaecypris hispanica,Anaecypris hispanica,,
EUR-DIR-HAB_Annex IV,Phoxinus percnurus,Phoxinus percnurus,,
EUR-DIR-HAB_Annex IV,Valencia hispanica,Valencia hispanica,,
EUR-DIR-HAB_Annex IV,Gymnocephalus baloni,Gymnocephalus baloni,,
EUR-DIR-HAB_Annex IV,Romanichthys valsanicola,Romanichthys valsanicola,,
EUR-DIR-HAB_Annex IV,Zingel asper,Zingel asper,,
EUR-DIR-HAB_Annex IV,Armadillidium ghardalamensis,Armadillidium ghardalamensis,,
EUR-DIR-HAB_Annex IV,Bolbelasmus unicornis,Bolbelasmus unicornis,,
EUR-DIR-HAB_Annex IV,Buprestis splendens,Buprestis splendens,,
EUR-DIR-HAB_Annex IV,Carabus hampei,Carabus hampei,,
EUR-DIR-HAB_Annex IV,Carabus hungaricus,Carabus hungaricus,,
EUR-DIR-HAB_Annex IV,Carabus olympiae,Carabus olympiae,,
EUR-DIR-HAB_Annex IV,Carabus variolosus,Carabus variolosus,,
EUR-DIR-HAB_Annex IV,Carabus zawadszkii,Carabus zawadzkii,,removed s
EUR-DIR-HAB_Annex IV,Cerambyx cerdo,Cerambyx cerdo,,
EUR-DIR-HAB_Annex IV,Cucujus cinnaberinus,Cucujus cinnaberinus,,
EUR-DIR-HAB_Annex IV,Dorcadion fulvum cervae,Dorcadion fulvum cervae,,
EUR-DIR-HAB_Annex IV,Duvalius gebhardti,Duvalius gebhardti,,
EUR-DIR-HAB_Annex IV,Duvalius hungaricus,Duvalius hungaricus,,
EUR-DIR-HAB_Annex IV,Dytiscus latissimus,Dytiscus latissimus,,
EUR-DIR-HAB_Annex IV,Graphoderus bilineatus,Graphoderus bilineatus,,
EUR-DIR-HAB_Annex IV,Leptodirus hochenwarti,Leptodirus hochenwarti,,
EUR-DIR-HAB_Annex IV,Pilemia tigrina,Pilemia tigrina,,
EUR-DIR-HAB_Annex IV,Osmoderma eremita,Osmoderma eremita,,
EUR-DIR-HAB_Annex IV,Phryganophilus ruficollis,Phryganophilus ruficollis,,
EUR-DIR-HAB_Annex IV,Probaticus subrugosus,Probaticus subrugosus,,
EUR-DIR-HAB_Annex IV,Propomacrus cypriacus,Propomacrus cypriacus,,
EUR-DIR-HAB_Annex IV,Pseudogaurotina excellens,Pseudogaurotina excellens,,
EUR-DIR-HAB_Annex IV,Pseudoseriscius cameroni,Pseudoseriscius cameroni,,
EUR-DIR-HAB_Annex IV,Pytho kolwensis,Pytho kolwensis,,
EUR-DIR-HAB_Annex IV,Rosalia alpina,Rosalia alpina,,
EUR-DIR-HAB_Annex IV,Apatura metis,Apatura metis,,
EUR-DIR-HAB_Annex IV,Arytrura musculus,Arytrura musculus,,
EUR-DIR-HAB_Annex IV,Catopta thrips,Catopta thrips,,
EUR-DIR-HAB_Annex IV,Chondrosoma fiduciarium,Chondrosoma fiduciarium,,
EUR-DIR-HAB_Annex IV,Coenonympha hero,Coenonympha hero,,
EUR-DIR-HAB_Annex IV,Coenonympha oedippus,Coenonympha oedippus,,
EUR-DIR-HAB_Annex IV,Colias myrmidone,Colias myrmidone,,
EUR-DIR-HAB_Annex IV,Cucullia mixta,Cucullia mixta,,
EUR-DIR-HAB_Annex IV,Dioszeghyana schmidtii,Dioszeghyana schmidtii,,
EUR-DIR-HAB_Annex IV,Erannis ankeraria,Erannis ankeraria,,
EUR-DIR-HAB_Annex IV,Erebia calcaria,Erebia calcaria,,
EUR-DIR-HAB_Annex IV,Erebia christi,Erebia christi,,
EUR-DIR-HAB_Annex IV,Erebia sudetica,Erebia sudetica,,
EUR-DIR-HAB_Annex IV,Eriogaster catax,Eriogaster catax,,
EUR-DIR-HAB_Annex IV,Fabriciana elisa,Fabriciana elisa,,
EUR-DIR-HAB_Annex IV,Glyphipterix loricatella,Glyphipterix loricatella,,
EUR-DIR-HAB_Annex IV,Gortyna borelii lunata,Gortyna borelii lunata,,
EUR-DIR-HAB_Annex IV,Hypodryas maturna,Hypodryas maturna,,
EUR-DIR-HAB_Annex IV,Hyles hippophaes,Hyles hippophaes,,
EUR-DIR-HAB_Annex IV,Leptidea morsei,Leptidea morsei,,
EUR-DIR-HAB_Annex IV,Lignyoptera fumidaria,Lignyoptera fumidaria,,
EUR-DIR-HAB_Annex IV,Lopinga achine,Lopinga achine,,
EUR-DIR-HAB_Annex IV,Lycaena dispar,Lycaena dispar,,
EUR-DIR-HAB_Annex IV,Lycaena helle,Lycaena helle,,
EUR-DIR-HAB_Annex IV,Maculinea arion,Maculinea arion,,
EUR-DIR-HAB_Annex IV,Maculinea nausithous,Maculinea nausithous,,
EUR-DIR-HAB_Annex IV,Maculinea teleius,Maculinea teleius,,
EUR-DIR-HAB_Annex IV,Melanargia arge,Melanargia arge,,
EUR-DIR-HAB_Annex IV,Nymphalis vaualbum,Nymphalis vaualbum,,
EUR-DIR-HAB_Annex IV,Papilio alexanor,Papilio alexanor,,
EUR-DIR-HAB_Annex IV,Papilio hospiton,Papilio hospiton,,
EUR-DIR-HAB_Annex IV,Parnassius apollo,Parnassius apollo,,
EUR-DIR-HAB_Annex IV,Parnassius mnemosyne,Parnassius mnemosyne,,
EUR-DIR-HAB_Annex IV,Phyllometra culminaria,Phyllometra culminaria,,
EUR-DIR-HAB_Annex IV,Plebicula golgus,Plebicula golgus,,
EUR-DIR-HAB_Annex IV,Polymixis rufocincta isolata,Polymixis rufocincta isolata,,
EUR-DIR-HAB_Annex IV,Polyommatus eroides,Polyommatus eroides,,
EUR-DIR-HAB_Annex IV,Proserpinus proserpina,Proserpinus proserpina,,
EUR-DIR-HAB_Annex IV,Proterebia afra dalmata,Proterebia afra dalmata,,
EUR-DIR-HAB_Annex IV,Pseudophilotes bavius,Pseudophilotes bavius,,
EUR-DIR-HAB_Annex IV,Xylomoia strix,Xylomoia strix,,
EUR-DIR-HAB_Annex IV,Zerynthia polyxena,Zerynthia polyxena,,
EUR-DIR-HAB_Annex IV,Apteromantis aptera,Apteromantis aptera,,
EUR-DIR-HAB_Annex IV,Aeshna viridis,Aeshna viridis,,
EUR-DIR-HAB_Annex IV,Cordulegaster heros,Cordulegaster heros,,
EUR-DIR-HAB_Annex IV,Cordulegaster trinacriae,Cordulegaster trinacriae,,
EUR-DIR-HAB_Annex IV,Gomphus graslinii,Gomphus graslinii,,
EUR-DIR-HAB_Annex IV,Leucorrhinia albifrons,Leucorrhinia albifrons,,
EUR-DIR-HAB_Annex IV,Leucorrhinia caudalis,Leucorrhinia caudalis,,
EUR-DIR-HAB_Annex IV,Leucorrhinia pectoralis,Leucorrhinia pectoralis,,
EUR-DIR-HAB_Annex IV,Lindenia tetraphylla,Lindenia tetraphylla,,
EUR-DIR-HAB_Annex IV,Macromia splendens,Macromia splendens,,
EUR-DIR-HAB_Annex IV,Ophiogomphus cecilia,Ophiogomphus cecilia,,
EUR-DIR-HAB_Annex IV,Oxygastra curtisii,Oxygastra curtisii,,
EUR-DIR-HAB_Annex IV,Stylurus flavipes,Stylurus flavipes,,
EUR-DIR-HAB_Annex IV,Sympecma braueri,Sympecma braueri,,
EUR-DIR-HAB_Annex IV,Baetica ustulata,Baetica ustulata,,
EUR-DIR-HAB_Annex IV,Brachytrupes megacephalus,Brachytrupes megacephalus,,
EUR-DIR-HAB_Annex IV,Isophya costata,Isophya costata,,
EUR-DIR-HAB_Annex IV,Isophya harzi,Isophya harzi,,
EUR-DIR-HAB_Annex IV,Isophya stysi,Isophya stysi,,
EUR-DIR-HAB_Annex IV,Myrmecophilus baronii,Myrmecophilus baronii,,
EUR-DIR-HAB_Annex IV,Odontopodisma rubripes,Odontopodisma rubripes,,
EUR-DIR-HAB_Annex IV,Paracaloptenus caloptenoides,Paracaloptenus caloptenoides,,
EUR-DIR-HAB_Annex IV,Pholidoptera transsylvanica,Pholidoptera transsylvanica,,
EUR-DIR-HAB_Annex IV,Saga pedo,Saga pedo,,
EUR-DIR-HAB_Annex IV,Stenobothrus (Stenobothrodes) eurasius,Stenobothrus eurasius,,removed (Stenobothrodes)
EUR-DIR-HAB_Annex IV,Macrothele calpeiana,Macrothele calpeiana,,
EUR-DIR-HAB_Annex IV,Anisus vorticulus,Anisus vorticulus,,
EUR-DIR-HAB_Annex IV,Caseolus calculus,Caseolus calculus,,
EUR-DIR-HAB_Annex IV,Caseolus commixta,Caseolus commixta,,
EUR-DIR-HAB_Annex IV,Caseolus sphaerula,Caseolus sphaerula,,
EUR-DIR-HAB_Annex IV,Chilostoma banaticum,Chilostoma banaticum,,
EUR-DIR-HAB_Annex IV,Discula leacockiana,Discula leacockiana,,
EUR-DIR-HAB_Annex IV,Discula tabellata,Discula tabellata,,
EUR-DIR-HAB_Annex IV,Discula testudinalis,Discula testudinalis,,
EUR-DIR-HAB_Annex IV,Discula turricula,Discula turricula,,
EUR-DIR-HAB_Annex IV,Discus defloratus,Discus defloratus,,
EUR-DIR-HAB_Annex IV,Discus guerinianus,Discus guerinianus,,
EUR-DIR-HAB_Annex IV,Elona quimperiana,Elona quimperiana,,
EUR-DIR-HAB_Annex IV,Geomalacus maculosus,Geomalacus maculosus,,
EUR-DIR-HAB_Annex IV,Geomitra moniziana,Geomitra moniziana,,
EUR-DIR-HAB_Annex IV,Gibbula nivosa,Gibbula nivosa,,
EUR-DIR-HAB_Annex IV,Hygromia kovacsi,Hygromia kovacsi,,
EUR-DIR-HAB_Annex IV,Idiomela (Helix) subplicata,Idiomela subplicata,,(Helix)
EUR-DIR-HAB_Annex IV,Lampedusa imitatrix,Lampedusa imitatrix,,
EUR-DIR-HAB_Annex IV,Lampedusa melitensis,Lampedusa melitensis,,
EUR-DIR-HAB_Annex IV,Leiostyla abbreviata,Leiostyla abbreviata,,
EUR-DIR-HAB_Annex IV,Leiostyla cassida,Leiostyla cassida,,
EUR-DIR-HAB_Annex IV,Leiostyla corneocostata,Leiostyla corneocostata,,
EUR-DIR-HAB_Annex IV,Leiostyla gibba,Leiostyla gibba,,
EUR-DIR-HAB_Annex IV,Leiostyla lamellosa,Leiostyla lamellosa,,
EUR-DIR-HAB_Annex IV,Paladilhia hungarica,Paladilhia hungarica,,
EUR-DIR-HAB_Annex IV,Patella ferruginea,Patella ferruginea,,
EUR-DIR-HAB_Annex IV,Sadleriana pannonica,Sadleriana pannonica,,
EUR-DIR-HAB_Annex IV,Theodoxus prevostianus,Theodoxus prevostianus,,
EUR-DIR-HAB_Annex IV,Theodoxus transversalis,Theodoxus transversalis,,
EUR-DIR-HAB_Annex IV,Lithophaga lithophaga,Lithophaga lithophaga,,
EUR-DIR-HAB_Annex IV,Pinna nobilis,Pinna nobilis,,
EUR-DIR-HAB_Annex IV,Margaritifera auricularia,Margaritifera auricularia,,
EUR-DIR-HAB_Annex IV,Unio crassus,Unio crassus,,
EUR-DIR-HAB_Annex IV,Congeria kusceri,Congeria kusceri,,
EUR-DIR-HAB_Annex IV,Centrostephanus longispinus,Centrostephanus longispinus,,
EUR-DIR-HAB_Annex IV,Asplenium hemionitis L.,Asplenium hemionitis L.,,
EUR-DIR-HAB_Annex IV,Dracaena draco (L.) L.,Dracaena draco (L.) L.,,
EUR-DIR-HAB_Annex IV,Narcissus longispathus Pugsley,Narcissus longispathus Pugsley,,
EUR-DIR-HAB_Annex IV,Narcissus triandrus L.,Narcissus triandrus L.,,
EUR-DIR-HAB_Annex IV,Berberis maderensis Lowe,Berberis maderensis Lowe,,
EUR-DIR-HAB_Annex IV,Campanula morettiana Reichenb.,Campanula morettiana Reichenb.,,
EUR-DIR-HAB_Annex IV,Physoplexis comosa (L.) Schur.,Physoplexis comosa (L.) Schur.,,
EUR-DIR-HAB_Annex IV,Moehringia fontqueri Pau,Moehringia fontqueri Pau,,
EUR-DIR-HAB_Annex IV,Argyranthemum pinnatifidum (L.f.) Lowe subsp. succulentum (Lowe) C. J. Humphries,Argyranthemum pinnatifidum (L.f.) Lowe subsp. succulentum (Lowe) C. J. Humphries,,
EUR-DIR-HAB_Annex IV,Helichrysum sibthorpii Rouy,Helichrysum sibthorpii Rouy,,
EUR-DIR-HAB_Annex IV,Picris willkommii (Schultz Bip.) Nyman,Picris willkommii (Schultz Bip.) Nyman,,
EUR-DIR-HAB_Annex IV,Santolina elegans Boiss. ex DC.,Santolina elegans Boiss. ex DC.,,
EUR-DIR-HAB_Annex IV,Senecio caespitosus Brot.,Senecio caespitosus Brot.,,
EUR-DIR-HAB_Annex IV,Senecio lagascanus DC. subsp. lusitanicus (P. Cout.) Pinto da Silva,Senecio lagascanus DC. subsp. lusitanicus (P. Cout.) Pinto da Silva,,
EUR-DIR-HAB_Annex IV,Wagenitzia lancifolia (Sieber ex Sprengel) Dostal,Wagenitzia lancifolia (Sieber ex Sprengel) Dostal,,
EUR-DIR-HAB_Annex IV,Murbeckiella sousae Rothm.,Murbeckiella sousae Rothm.,,
EUR-DIR-HAB_Annex IV,Euphorbia nevadensis Boiss. & Reuter,Euphorbia nevadensis Boiss. & Reuter,,
EUR-DIR-HAB_Annex IV,Jankaea heldreichii (Boiss.) Boiss.,Jankaea heldreichii (Boiss.) Boiss.,,
EUR-DIR-HAB_Annex IV,Ramonda serbica Pancic,Ramonda serbica Pancic,,
EUR-DIR-HAB_Annex IV,Crocus etruscus Parl.,Crocus etruscus Parl.,,
EUR-DIR-HAB_Annex IV,Iris boissieri Henriq.,Iris boissieri Henriq.,,
EUR-DIR-HAB_Annex IV,Iris marisca Ricci & Colasante,Iris marisca Ricci & Colasante,,
EUR-DIR-HAB_Annex IV,Rosmarinus tomentosus Huber-Morath & Maire,Rosmarinus tomentosus Huber-Morath & Maire,,
EUR-DIR-HAB_Annex IV,Teucrium charidemi Sandwith,Teucrium charidemi Sandwith,,
EUR-DIR-HAB_Annex IV,Thymus capitellatus Hoffmanns. & Link,Thymus capitellatus Hoffmanns. & Link,,
